coinmarketcap,currency,github,website
https://coinmarketcap.com/currencies/shadowcash/,shadowcash,https://github.com/shadowproject,http://shadowproject.io/
https://coinmarketcap.com/currencies/tracto/,tracto,,http://www.tracto.org/
https://coinmarketcap.com/currencies/polybius/,polybius,,https://polybius.io/
https://coinmarketcap.com/currencies/swaptoken/,swaptoken,,http://trollpayment.com/
https://coinmarketcap.com/currencies/circuits-of-value/,circuits-of-value,,http://cov.al/
https://coinmarketcap.com/currencies/marscoin/,marscoin,https://github.com/marscoin,http://marscoin.org/
https://coinmarketcap.com/currencies/radium/,radium,https://github.com/RadiumCore/Radium,https://radiumcore.org/
https://coinmarketcap.com/currencies/breakout/,breakout,https://github.com/BreakoutCoin/,http://www.breakoutcoin.com/
https://coinmarketcap.com/currencies/primulon/,primulon,https://github.com/primulondev2/primu2/,https://www.primulon.com/
https://coinmarketcap.com/currencies/prcoin/,prcoin,,https://prcoin.io/
https://coinmarketcap.com/currencies/guncoin/,guncoin,https://github.com/guncoin/guncoin,http://www.guncoin.info/
https://coinmarketcap.com/currencies/bitserial/,bitserial,https://github.com/bitserialio,https://bitserial.io/
https://coinmarketcap.com/currencies/bitstar/,bitstar,https://github.com/bitstar/bitstar,https://www.bitstarcoin.com/
https://coinmarketcap.com/currencies/chncoin/,chncoin,https://github.com/CHNCoin/CHNCoin,http://chncoin.org/
https://coinmarketcap.com/currencies/enjin-coin/,enjin-coin,https://github.com/enjin/contracts,https://www.enjin.com/
https://coinmarketcap.com/currencies/safecoin/,safecoin,,
https://coinmarketcap.com/currencies/global-currency-reserve/,global-currency-reserve,https://github.com/globalcurrencyreserve/gcr,http://gcrcoin.com/
https://coinmarketcap.com/currencies/fazzcoin/,fazzcoin,https://github.com/fazzcoin/fazzcoin,http://fazzcoin.org/
https://coinmarketcap.com/currencies/alpacoin/,alpacoin,,http://alpacoin.com/
https://coinmarketcap.com/currencies/healthywormcoin/,healthywormcoin,,http://healthyworm.com/
https://coinmarketcap.com/currencies/coinonatx/,coinonatx,https://github.com/coinonat/CoinonatX,http://coinonatx.com/
https://coinmarketcap.com/currencies/veritaseum/,veritaseum,https://github.com/veritaseum,http://veritas.veritaseum.com/
https://coinmarketcap.com/currencies/erc20/,erc20,https://github.com/Ownagez/erc20-coin-project,http://erc20.space/
https://coinmarketcap.com/currencies/atomic-coin/,atomic-coin,,https://www.atomicproject.org/
https://coinmarketcap.com/currencies/everus/,everus,https://github.com/EverusWorld,https://everus.org/
https://coinmarketcap.com/currencies/prototanium/,prototanium,,http://prototanium.uno/
https://coinmarketcap.com/currencies/cannacoin/,cannacoin,https://github.com/Cannacoin-Project,http://www.cannacoin.tech/
https://coinmarketcap.com/currencies/bt2-cst/,bt2-cst,,https://www.bitfinex.com/legal/cst/segwit2x
https://coinmarketcap.com/currencies/royal-kingdom-coin/,royal-kingdom-coin,,https://www.royalkingdomcoin.com/
https://coinmarketcap.com/currencies/flik/,flik,,http://www.theflik.io/
https://coinmarketcap.com/currencies/chronobank/,chronobank,https://github.com/ChronoBank,https://chronobank.io/
https://coinmarketcap.com/currencies/sativacoin/,sativacoin,https://github.com/NewSativacoinDev/sativacoin,https://www.sativacoin.io/
https://coinmarketcap.com/currencies/dovu/,dovu,https://github.com/TokenMarketNet/ico,https://dovu.io/
https://coinmarketcap.com/currencies/bitcoin-21/,bitcoin-21,https://www.github.com/bitcoin21/v1.0,http://www.bitcoin-21.com/
https://coinmarketcap.com/currencies/wayguide/,wayguide,https://github.com/wayguide/waycoin,https://wayguide.club/
https://coinmarketcap.com/currencies/rhfcoin/,rhfcoin,,http://rhfcoin.com/
https://coinmarketcap.com/currencies/antilitecoin/,antilitecoin,,http://antilitecoin.pw/
https://coinmarketcap.com/currencies/cryptogenic-bullion/,cryptogenic-bullion,https://github.com/cryptogenicbonds/CryptoBullion-CBX,http://cryptobullion.io/
https://coinmarketcap.com/currencies/farad/,farad,https://github.com/VirtueFintech/FaradCryptoken,https://farad.energy/
https://coinmarketcap.com/currencies/golem-network-tokens/,golem-network-tokens,https://github.com/golemfactory/golem,https://golem.network/
https://coinmarketcap.com/currencies/open-trading-network/,open-trading-network,https://github.com/OpenTradingNetworkFoundation,https://otn.org/
https://coinmarketcap.com/currencies/kyber-network/,kyber-network,https://github.com/kybernetwork,https://kyber.network/
https://coinmarketcap.com/currencies/wallet-builders-coin/,wallet-builders-coin,https://github.com/Zayphr/WalletBuildersCoin,https://walletbuilderscoin.com/
https://coinmarketcap.com/currencies/sproutsextreme/,sproutsextreme,,
https://coinmarketcap.com/currencies/embercoin/,embercoin,https://github.com/EmberCoin/Ember/,https://www.embercoin.io/
https://coinmarketcap.com/currencies/spreadcoin/,spreadcoin,https://github.com/spreadcoin/spreadcoin,http://www.spreadcoin.info
https://coinmarketcap.com/currencies/neuro/,neuro,https://github.com/neurocoin/neurocoin,http://neurocoin.org/
https://coinmarketcap.com/currencies/eggcoin/,eggcoin,https://github.com/eastercoindev/eggcoin,
https://coinmarketcap.com/currencies/aion/,aion,,https://aion.network/
https://coinmarketcap.com/currencies/rubycoin/,rubycoin,https://github.com/rubycoinorg/rubycoin,http://www.rubycoin.org/
https://coinmarketcap.com/currencies/bitcedi/,bitcedi,https://github.com/lulworm/bitcedi,http://bitcedi.online/
https://coinmarketcap.com/currencies/leacoin/,leacoin,https://github.com/leacoin/LeaCoin,
https://coinmarketcap.com/currencies/quebecoin/,quebecoin,https://github.com/jpgagnon/qbc,http://quebeco.in
https://coinmarketcap.com/currencies/coin/,coin,,http://coin-o-coin.com/
https://coinmarketcap.com/currencies/smoke/,smoke,https://github.com/smokenetwork,https://www.smoke.network/
https://coinmarketcap.com/currencies/maker/,maker,,https://makerdao.com/
https://coinmarketcap.com/currencies/nolimitcoin/,nolimitcoin,https://github.com/NoLimitCoin,http://www.nolimitcoin.org/
https://coinmarketcap.com/currencies/islacoin/,islacoin,https://github.com/islacoin/islacoin,http://www.islacoin.net/
https://coinmarketcap.com/currencies/synergy/,synergy,https://github.com/Grandpa-Jones/Synergy,http://www.synergycoin.com/
https://coinmarketcap.com/currencies/bodhi/,bodhi,,http://www.bodhi.network/
https://coinmarketcap.com/currencies/stratis/,stratis,https://github.com/stratisproject,http://stratisplatform.com/
https://coinmarketcap.com/currencies/decent-bet/,decent-bet,,https://www.decent.bet/
https://coinmarketcap.com/currencies/cream/,cream,https://github.com/creamcoin/CREAM-cryptocurrency,https://creamcoin.com/
https://coinmarketcap.com/currencies/bridgecoin/,bridgecoin,,https://bridgecoin.org/
https://coinmarketcap.com/currencies/dentacoin/,dentacoin,https://github.com/Dentacoin,http://www.dentacoin.com/
https://coinmarketcap.com/currencies/hexx/,hexx,https://github.com/hexxcointakeover/hexxcoin,
https://coinmarketcap.com/currencies/emoneypower/,emoneypower,https://github.com/emoneypower/,http://coinmoney.co/
https://coinmarketcap.com/currencies/digitalprice/,digitalprice,https://github.com/DigitalPrice,http://digitalprice.org/
https://coinmarketcap.com/currencies/raiblocks/,raiblocks,https://github.com/clemahieu/raiblocks,https://raiblocks.net/
https://coinmarketcap.com/currencies/quantum/,quantum,,http://www.quantumproject.org/
https://coinmarketcap.com/currencies/ethos/,ethos,,https://www.ethos.io/
https://coinmarketcap.com/currencies/clearpoll/,clearpoll,,https://www.clearpoll.io/
https://coinmarketcap.com/currencies/aeternity/,aeternity,https://github.com/aeternity,https://www.aeternity.com/
https://coinmarketcap.com/currencies/xde-ii/,xde-ii,,
https://coinmarketcap.com/currencies/bitbase/,bitbase,https://github.com/bitbasecoin,https://bitbase.io
https://coinmarketcap.com/currencies/grantcoin/,grantcoin,,http://www.grantcoin.org/
https://coinmarketcap.com/currencies/spankchain/,spankchain,https://github.com/spankchain,https://spankchain.com/
https://coinmarketcap.com/currencies/monetha/,monetha,https://github.com/monetha,https://www.monetha.io/
https://coinmarketcap.com/currencies/icobid/,icobid,,http://icobidplatform.net/
https://coinmarketcap.com/currencies/myriad/,myriad,https://github.com/myriadteam/myriadcoin/,http://myriadcoin.org/
https://coinmarketcap.com/currencies/blakecoin/,blakecoin,https://github.com/BlueDragon747,http://www.blakecoin.org/
https://coinmarketcap.com/currencies/billionaire-token/,billionaire-token,https://github.com/BillionaireToken/TokenCore,https://billionairetoken.com/
https://coinmarketcap.com/currencies/alis/,alis,https://github.com/AlisProject,https://alismedia.jp/
https://coinmarketcap.com/currencies/hellogold/,hellogold,,https://www.hellogold.com/
https://coinmarketcap.com/currencies/universalroyalcoin/,universalroyalcoin,,https://universalroyalcoin.com/
https://coinmarketcap.com/currencies/supernet-unity/,supernet-unity,https://github.com/SuperNETorg,http://supernet.org
https://coinmarketcap.com/currencies/x2/,x2,https://github.com/X2Team2017/X2,
https://coinmarketcap.com/currencies/terracoin/,terracoin,https://github.com/terracoin,http://www.terracoin.info/
https://coinmarketcap.com/currencies/lltoken/,lltoken,,https://www.lltoken.com/
https://coinmarketcap.com/currencies/gold-reward-token/,gold-reward-token,https://github.com/goldreward/grx-token/,https://goldreward.io/
https://coinmarketcap.com/currencies/ecocoin/,ecocoin,,http://www.ecocoin.us/
https://coinmarketcap.com/currencies/alqo/,alqo,https://github.com/alqocrypto/alqo,https://alqo.org/
https://coinmarketcap.com/currencies/vtorrent/,vtorrent,https://github.com/vtorrent,http://vtorrent.info/
https://coinmarketcap.com/currencies/trackr/,trackr,https://github.com/trackr-im,http://cryptoinsight.io
https://coinmarketcap.com/currencies/litecred/,litecred,https://github.com/litecred/litecred,http://litecred.com/
https://coinmarketcap.com/currencies/globaltoken/,globaltoken,https://github.com/globaltoken/globaltoken,http://globaltoken.org/
https://coinmarketcap.com/currencies/monaco/,monaco,,https://www.mona.co/
https://coinmarketcap.com/currencies/steem/,steem,https://github.com/steemit/steem,https://steem.io/
https://coinmarketcap.com/currencies/wexcoin/,wexcoin,https://github.com/wexcoinofficial/wexcoin/,http://wexcoin.org/
https://coinmarketcap.com/currencies/lanacoin/,lanacoin,https://github.com/LanaCoin/lanacoin,https://lanacoin.com/
https://coinmarketcap.com/currencies/sharkcoin/,sharkcoin,https://github.com/shark-git/sharkcoin,http://www.sharkcoin.org
https://coinmarketcap.com/currencies/espers/,espers,https://github.com/cryptocoderz/espers,http://espers.io/
https://coinmarketcap.com/currencies/voyacoin/,voyacoin,https://github.com/Voyacoin/Voyacoin,
https://coinmarketcap.com/currencies/dubstep/,dubstep,,
https://coinmarketcap.com/currencies/netbit/,netbit,https://github.com/NetBit-official/Netbit-source,
https://coinmarketcap.com/currencies/win-coin/,win-coin,https://github.com/Wincoinofficial/wincoin,https://wincoin.co/
https://coinmarketcap.com/currencies/magnum/,magnum,,https://www.mgmcoin.org/
https://coinmarketcap.com/currencies/rupee/,rupee,https://github.com/rupeedigitalassets/RUPEE,https://rupeeblockchain.org/
https://coinmarketcap.com/currencies/hubii-network/,hubii-network,,https://www.hubii.network/
https://coinmarketcap.com/currencies/karbowanec/,karbowanec,https://github.com/seredat/karbowanec,http://karbowanec.com/
https://coinmarketcap.com/currencies/digibyte/,digibyte,https://github.com/digibyte,http://www.digibyte.io/
https://coinmarketcap.com/currencies/gameleaguecoin/,gameleaguecoin,https://github.com/gameleague/gameleaguecoin,https://bitcointalk.org/index.php?topic=595779.0
https://coinmarketcap.com/currencies/primas/,primas,,https://primas.io/
https://coinmarketcap.com/currencies/bastonet/,bastonet,,http://www.bastonet.com/
https://coinmarketcap.com/currencies/qtum/,qtum,https://github.com/qtumproject/qtum/,https://qtum.org/
https://coinmarketcap.com/currencies/firecoin/,firecoin,https://github.com/techcoincommunity/firecoin/releases,
https://coinmarketcap.com/currencies/bitcoin-cash/,bitcoin-cash,https://github.com/bitcoincashorg/,https://www.bitcoincash.org/
https://coinmarketcap.com/currencies/morningstar-payments/,morningstar-payments,,https://morningstarpayments.xyz/
https://coinmarketcap.com/currencies/maxcoin/,maxcoin,,https://www.maxcoin.co.uk/
https://coinmarketcap.com/currencies/bitfid/,bitfid,https://github.com/FidChain,https://www.bitfid.com/
https://coinmarketcap.com/currencies/dix-asset/,dix-asset,,http://dixasset.wixsite.com/dixasset
https://coinmarketcap.com/currencies/tierion/,tierion,https://github.com/tierion,https://tierion.com/
https://coinmarketcap.com/currencies/stellar/,stellar,https://github.com/stellar,https://www.stellar.org
https://coinmarketcap.com/currencies/gridcoin/,gridcoin,https://github.com/gridcoin/Gridcoin-Research,http://www.gridcoin.us/
https://coinmarketcap.com/currencies/paypex/,paypex,,https://paypex.org/
https://coinmarketcap.com/currencies/putincoin/,putincoin,https://github.com/PutinCoinPUT/PutinCoin,https://putincoin.org
https://coinmarketcap.com/currencies/miners-reward-token/,miners-reward-token,,http://wavescommunity.com/miners-reward-token/
https://coinmarketcap.com/currencies/bitcrystals/,bitcrystals,,http://bitcrystals.com/
https://coinmarketcap.com/currencies/decred/,decred,https://github.com/decred,https://www.decred.org/
https://coinmarketcap.com/currencies/teamup/,teamup,https://github.com/teamupdev/teamup/,
https://coinmarketcap.com/currencies/pascal-coin/,pascal-coin,https://github.com/PascalCoin/PascalCoin,http://www.pascalcoin.org/
https://coinmarketcap.com/currencies/milocoin/,milocoin,https://github.com/MiloCoin/MiloCoin/tree/master/MiloCoin-source,http://www.milocoin.info/
https://coinmarketcap.com/currencies/vault-coin/,vault-coin,,http://vltcoin.org/
https://coinmarketcap.com/currencies/corethum/,corethum,https://github.com/corethum/,https://www.corethum.com/
https://coinmarketcap.com/currencies/europecoin/,europecoin,https://github.com/LIMXTEC/Europecoin-V3,https://www.europecoin.eu.org
https://coinmarketcap.com/currencies/blazercoin/,blazercoin,https://github.com/FlikkaFlak/blazercoin,http://blazercoin.cf/
https://coinmarketcap.com/currencies/aricoin/,aricoin,https://github.com/aricoin/aricoin,https://aricoin.org/
https://coinmarketcap.com/currencies/equitrader/,equitrader,https://github.com/equitrader/Equitrade,http://www.equitrader.co/
https://coinmarketcap.com/currencies/helleniccoin/,helleniccoin,,http://www.helleniccoin.gr/
https://coinmarketcap.com/currencies/mazacoin/,mazacoin,https://github.com/mazacoin,http://www.mazacoin.org/
https://coinmarketcap.com/currencies/fundyourselfnow/,fundyourselfnow,https://github.com/PinnacleOne/FYNTokens,https://www.fundyourselfnow.com/
https://coinmarketcap.com/currencies/bitswift/,bitswift,https://github.com/BitSwift-v2/bitswift,http://bitswift.io/
https://coinmarketcap.com/currencies/bitcoin-planet/,bitcoin-planet,https://github.com/btpl2017/bitcoinplanet,http://bitcoin-planet.net/
https://coinmarketcap.com/currencies/real/,real,,https://www.real.markets/
https://coinmarketcap.com/currencies/mobilecash/,mobilecash,https://github.com/jk14/mobilecash,http://www.mbl.cash/
https://coinmarketcap.com/currencies/ether-for-the-rest-of-the-world/,ether-for-the-rest-of-the-world,https://github.com/liveplayergames,https://www.e4row.co.il/
https://coinmarketcap.com/currencies/patientory/,patientory,,https://patientory.com/
https://coinmarketcap.com/currencies/ixcoin/,ixcoin,https://github.com/ixcoin/ixcoin,https://www.ixcoin.net/
https://coinmarketcap.com/currencies/women/,women,https://github.com/womencoin/womencoin,https://www.women-coin.com/
https://coinmarketcap.com/currencies/blackcoin/,blackcoin,,http://www.blackcoin.co/
https://coinmarketcap.com/currencies/piecoin/,piecoin,,http://www.piecoin.info/
https://coinmarketcap.com/currencies/pascal-lite/,pascal-lite,https://github.com/PascalLite/,https://pascallite.com/
https://coinmarketcap.com/currencies/globalboost-y/,globalboost-y,https://github.com/GlobalBoost/GlobalBoost-Y,http://globalboost-y.com/
https://coinmarketcap.com/currencies/mercury/,mercury,https://github.com/SigwoTechnologies,https://www.darcr.us/
https://coinmarketcap.com/currencies/credo/,credo,,https://bitbounce.com/credo
https://coinmarketcap.com/currencies/vcash/,vcash,https://github.com/openvcash,http://vcash.info/
https://coinmarketcap.com/currencies/skeincoin/,skeincoin,,http://www.skeincoin.org/
https://coinmarketcap.com/currencies/betacoin/,betacoin,https://github.com/betacoindev/betacoin,https://betacoin.info/
https://coinmarketcap.com/currencies/edrcoin/,edrcoin,https://github.com/EDRCoin/,https://edrcoin.com/
https://coinmarketcap.com/currencies/oxycoin/,oxycoin,https://github.com/oxycoin/,https://oxycoin.io/
https://coinmarketcap.com/currencies/zayedcoin/,zayedcoin,https://github.com/ZayedCoin/Zayedcoin,http://www.zayedcoin.net/
https://coinmarketcap.com/currencies/litebar/,litebar,https://github.com/Crypto-Currency/litebar,http://litebar.co/
https://coinmarketcap.com/currencies/singulardtv/,singulardtv,,https://singulardtv.com/
https://coinmarketcap.com/currencies/icon/,icon,https://github.com/theloopkr/loopchain,https://www.icon.foundation/
https://coinmarketcap.com/currencies/project-x/,project-x,,
https://coinmarketcap.com/currencies/genesis-vision/,genesis-vision,https://github.com/GenesisVision,https://genesis.vision/
https://coinmarketcap.com/currencies/unicoin/,unicoin,,http://unicoins.tumblr.com/
https://coinmarketcap.com/currencies/cash-poker-pro/,cash-poker-pro,https://github.com/cashpokerpro-dev/,https://cashpokerpro.io/
https://coinmarketcap.com/currencies/bt1-cst/,bt1-cst,,https://www.bitfinex.com/legal/cst/segwit2x
https://coinmarketcap.com/currencies/ormeus-coin/,ormeus-coin,,https://ormeuscoin.com/
https://coinmarketcap.com/currencies/happycoin/,happycoin,https://github.com/happycoinmaster/Happycoin,http://happycointech.org/
https://coinmarketcap.com/currencies/jin-coin/,jin-coin,https://github.com/JinCoin/,http://jin-coin.info/
https://coinmarketcap.com/currencies/lottocoin/,lottocoin,,http://lottocoin.org/
https://coinmarketcap.com/currencies/spots/,spots,https://github.com/theSPT/spots2,https://bitcointalk.org/index.php?topic=615513.0
https://coinmarketcap.com/currencies/pivx/,pivx,https://github.com/PIVX-Project/PIVX/,http://www.pivx.org
https://coinmarketcap.com/currencies/francs/,francs,,http://www.francs.paris/
https://coinmarketcap.com/currencies/machinecoin/,machinecoin,https://github.com/machinecoin-project/machinecoin-core,http://www.machinecoin.org
https://coinmarketcap.com/currencies/irishcoin/,irishcoin,https://github.com/IrishCoinProject/IrishCoin,http://irishcoin.org/
https://coinmarketcap.com/currencies/yescoin/,yescoin,https://github.com/yescoindev/yes/,http://yescoin.us/
https://coinmarketcap.com/currencies/carboncoin/,carboncoin,https://github.com/carboncointrust/CarboncoinCore,http://carboncoin.cc
https://coinmarketcap.com/currencies/nvo/,nvo,https://github.com/nvoproject,https://nvo.io/
https://coinmarketcap.com/currencies/blockmason/,blockmason,,https://blockmason.io/
https://coinmarketcap.com/currencies/peacecoin/,peacecoin,,
https://coinmarketcap.com/currencies/eos/,eos,https://github.com/eosio,https://eos.io/
https://coinmarketcap.com/currencies/earthcoin/,earthcoin,,http://getearthcoin.com/
https://coinmarketcap.com/currencies/wi-coin/,wi-coin,,https://www.cryptowi.com/
https://coinmarketcap.com/currencies/internet-of-things/,internet-of-things,,http://iotcoin.io/
https://coinmarketcap.com/currencies/ronpaulcoin/,ronpaulcoin,,http://www.ronpaulcoin.com/
https://coinmarketcap.com/currencies/unity-ingot/,unity-ingot,,https://unityingot.com/
https://coinmarketcap.com/currencies/dotcoin/,dotcoin,https://github.com/CryptopiaNZ/DOT,https://www.cryptopia.co.nz/
https://coinmarketcap.com/currencies/omni/,omni,https://github.com/OmniLayer,http://www.omnilayer.org/
https://coinmarketcap.com/currencies/bitcentavo/,bitcentavo,,http://bitcentavo.com
https://coinmarketcap.com/currencies/dcorp/,dcorp,https://github.com/frankbonnet/DCORP,https://www.dcorp.it/
https://coinmarketcap.com/currencies/dent/,dent,,https://www.dentcoin.com/
https://coinmarketcap.com/currencies/everex/,everex,,https://www.everex.io/
https://coinmarketcap.com/currencies/stox/,stox,https://github.com/stx-technologies/stox-token,https://www.stox.com/
https://coinmarketcap.com/currencies/lykke/,lykke,https://github.com/LykkeCity/,https://lykke.com
https://coinmarketcap.com/currencies/universal-currency/,universal-currency,https://github.com/unitcurrency/unitcurrency/,http://www.u-currency.com/
https://coinmarketcap.com/currencies/flash/,flash,https://github.com/flashcoin-io,https://flashcoin.io/
https://coinmarketcap.com/currencies/mintcoin/,mintcoin,https://github.com/MintcoinCommunity/,http://www.mintcoinofficial.com
https://coinmarketcap.com/currencies/reddcoin/,reddcoin,https://github.com/reddcoin-project/reddcoin,http://www.reddcoin.com/
https://coinmarketcap.com/currencies/vulcano/,vulcano,https://github.com/vulcanodev/Vulcano,https://vulcanocoin.club/
https://coinmarketcap.com/currencies/das/,das,https://github.com/Truckman83/DAS,http://dascryptocash.org/
https://coinmarketcap.com/currencies/president-johnson/,president-johnson,,http://johnson.2016coin.org/
https://coinmarketcap.com/currencies/gold-pressed-latinum/,gold-pressed-latinum,https://github.com/scificrypto/Gold-Pressed-Latinum,http://www.scificrypto.info/gpl/index.htm
https://coinmarketcap.com/currencies/lex4all/,lex4all,,
https://coinmarketcap.com/currencies/newbium/,newbium,,http://www.newbium.com/
https://coinmarketcap.com/currencies/kobocoin/,kobocoin,https://bitbucket.org/TheTribesman/kobocoin,http://kobocoin.com
https://coinmarketcap.com/currencies/bitsilver/,bitsilver,,http://bit.ly/BitShares_SILVER
https://coinmarketcap.com/currencies/opus/,opus,https://github.com/Opus-foundation/contracts,http://opus-foundation.org/
https://coinmarketcap.com/currencies/bitcny/,bitcny,,
https://coinmarketcap.com/currencies/expanse/,expanse,https://www.github.com/expanse-org,http://www.expanse.tech/
https://coinmarketcap.com/currencies/e-coin/,e-coin,https://github.com/ecoinclub/ecoin,https://www.ecoinsource.com/
https://coinmarketcap.com/currencies/kekcoin/,kekcoin,https://github.com/Kekcoin-Core,http://kekcoin.co/
https://coinmarketcap.com/currencies/innova/,innova,https://github.com/innovacoin/innova,http://innovacoin.info/
https://coinmarketcap.com/currencies/ereal/,ereal,,https://ereal.cash/
https://coinmarketcap.com/currencies/startcoin/,startcoin,https://github.com/startcoin-project,https://startcoin.org/
https://coinmarketcap.com/currencies/avoncoin/,avoncoin,,http://avoncoin.org/
https://coinmarketcap.com/currencies/bitcloud/,bitcloud,https://github.com/LIMXTEC/Bitcloud/,https://bit-cloud.info/
https://coinmarketcap.com/currencies/feathercoin/,feathercoin,https://github.com/FeatherCoin/Feathercoin,http://feathercoin.com
https://coinmarketcap.com/currencies/peercoin/,peercoin,https://github.com/peercoin,http://www.peercoin.net
https://coinmarketcap.com/currencies/aseancoin/,aseancoin,,https://asncoin.com
https://coinmarketcap.com/currencies/sharechain/,sharechain,,http://www.sharechain.org/
https://coinmarketcap.com/currencies/achain/,achain,https://github.com/Achain-Dev/Achain,https://www.achain.com/
https://coinmarketcap.com/currencies/litecoin-ultra/,litecoin-ultra,,http://www.litecoinultra.com/
https://coinmarketcap.com/currencies/funcoin/,funcoin,,http://www.funcoin.io/
https://coinmarketcap.com/currencies/kin/,kin,,https://kin.kik.com
https://coinmarketcap.com/currencies/prospectors-gold/,prospectors-gold,https://github.com/ProspectorsWorld/Prospectors,https://prospectors.io/
https://coinmarketcap.com/currencies/prizm/,prizm,https://github.com/prizmspace/PrizmCore,http://en.prizm.club/
https://coinmarketcap.com/currencies/yacoin/,yacoin,https://github.com/yacoin/yacoin/releases,http://www.yacoin.org
https://coinmarketcap.com/currencies/cyder/,cyder,,
https://coinmarketcap.com/currencies/digital-money-bits/,digital-money-bits,https://github.com/DMBcryptocurrency/DMB-project,http://dmb.cryptoinfo.net/
https://coinmarketcap.com/currencies/shadow-token/,shadow-token,,http://shadowtoken.io/
https://coinmarketcap.com/currencies/nautiluscoin/,nautiluscoin,https://github.com/nautiluscoin/nautiluscoin,http://www.nautiluscoin.com
https://coinmarketcap.com/currencies/regalcoin/,regalcoin,,https://regalcoin.co/
https://coinmarketcap.com/currencies/hyperstake/,hyperstake,https://github.com/hyperstake/HyperStake,http://hyperstake.io/
https://coinmarketcap.com/currencies/aventus/,aventus,,https://aventus.io/
https://coinmarketcap.com/currencies/luxcoin/,luxcoin,https://github.com/216k155/lux,https://www.luxcoin.tech/
https://coinmarketcap.com/currencies/mybit-token/,mybit-token,,https://mybit.io/
https://coinmarketcap.com/currencies/rcoin/,rcoin,,http://www.rcoineu.com/
https://coinmarketcap.com/currencies/sand-coin/,sand-coin,,https://en.sandcoin.io/
https://coinmarketcap.com/currencies/pesobit/,pesobit,https://github.com/pesobitph/,http://www.pesobit.net/
https://coinmarketcap.com/currencies/okcash/,okcash,https://github.com/okcashpro/okcash,http://okcash.co
https://coinmarketcap.com/currencies/steem-dollars/,steem-dollars,https://github.com/steemit/steem,https://steem.io/
https://coinmarketcap.com/currencies/indorse-token/,indorse-token,,https://indorse.io/
https://coinmarketcap.com/currencies/postcoin/,postcoin,https://github.com/PostCoinDevelopers/PostCoin/,https://postcoin.top/
https://coinmarketcap.com/currencies/crave/,crave,,http://www.craveproject.com
https://coinmarketcap.com/currencies/x-coin/,x-coin,https://github.com/jimblasko/xcoin,http://x-coin.info/
https://coinmarketcap.com/currencies/deutsche-emark/,deutsche-emark,https://github.com/emarkproject/eMark,http://deutsche-emark.de/
https://coinmarketcap.com/currencies/eot-token/,eot-token,,http://eottoken.com/
https://coinmarketcap.com/currencies/infinity-economics/,infinity-economics,,http://www.infinity-economics.org/
https://coinmarketcap.com/currencies/harmonycoin-hmc/,harmonycoin-hmc,,https://www.hmc21.co/
https://coinmarketcap.com/currencies/qibuck-asset/,qibuck-asset,,http://bitbillions.net/qibuck-asset/
https://coinmarketcap.com/currencies/axiom/,axiom,https://github.com/axiomcryptocurrency/axiom,http://axiomcrypto.org/
https://coinmarketcap.com/currencies/tron/,tron,,https://tronlab.com/
https://coinmarketcap.com/currencies/cthulhu-offerings/,cthulhu-offerings,https://github.com/thegreatoldone/offerings,http://cthulhu.tk/
https://coinmarketcap.com/currencies/russiacoin/,russiacoin,https://github.com/RussiaCoinDotInfo/RussiaCoin/,http://www.russiacoin.info/
https://coinmarketcap.com/currencies/eboostcoin/,eboostcoin,,http://www.eboost.info/
https://coinmarketcap.com/currencies/xtd-coin/,xtd-coin,,
https://coinmarketcap.com/currencies/privatix/,privatix,https://github.com/Privatix,https://privatix.io/
https://coinmarketcap.com/currencies/paypie/,paypie,,https://www.paypie.com/
https://coinmarketcap.com/currencies/impulsecoin/,impulsecoin,https://github.com/Impulsecoin/ImpulseCoin,http://www.impulsecoin.io/
https://coinmarketcap.com/currencies/phantomx/,phantomx,https://github.com/phantomxdev/phantomx,https://phantomx.co/
https://coinmarketcap.com/currencies/xenon/,xenon,,https://xenon.network/
https://coinmarketcap.com/currencies/e-dinar-coin/,e-dinar-coin,,https://edinarcoin.com/
https://coinmarketcap.com/currencies/cvcoin/,cvcoin,,https://crypviser.net
https://coinmarketcap.com/currencies/flappycoin/,flappycoin,,https://flappycoins.wordpress.com/
https://coinmarketcap.com/currencies/beavercoin/,beavercoin,,http://beavercoin.org
https://coinmarketcap.com/currencies/cypher/,cypher,https://github.com/neworldorder/braveneworld,
https://coinmarketcap.com/currencies/octanox/,octanox,,https://octanox.org/
https://coinmarketcap.com/currencies/vector/,vector,https://github.com/vectorcoindev/Vector,http://vector-blockchain.com/
https://coinmarketcap.com/currencies/whalecoin/,whalecoin,,https://whalecoin.org/
https://coinmarketcap.com/currencies/the-champcoin/,the-champcoin,,http://thechampcoin.com/
https://coinmarketcap.com/currencies/billarycoin/,billarycoin,https://github.com/Billary/BillaryCoinSource,http://billary.rocks/
https://coinmarketcap.com/currencies/guppy/,guppy,https://github.com/Matchpool/,https://matchpool.co/
https://coinmarketcap.com/currencies/kexcoin/,kexcoin,,https://kexcoin.com/
https://coinmarketcap.com/currencies/chronos/,chronos,https://github.com/chronoscoin/Chronoscoin,http://chronos-coin.com/
https://coinmarketcap.com/currencies/biblepay/,biblepay,https://github.com/biblepay/biblepay,https://biblepay.org/
https://coinmarketcap.com/currencies/solaris/,solaris,https://github.com/Solaris-Project/Solaris/,http://solariscoin.com/
